NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 17, 1966                                                                                    
ORIGIN TIME (Local)        :  16:41:00                                                                                            
LATITUDE                   :  -10.70                                                                                              
LONGITUDE                  :  -78.70                                                                                              
DEPTH (km)                 :  24.00                                                                                               
MAGNITUDE                  :  8.1 Mw                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  16:41:00
NUMBER OF SAMPLES          :      3283
MAXIMUM ACCELERATION       :   -180.56   -268.24     94.29
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
               T              EW              NS              UD
         45.1200          5.6709        -18.6063          2.1741
         45.1400          8.4729        -20.7233          4.7451
         45.1600         -9.6961        -14.7653          1.3931
         45.1800        -24.0501         -3.6513         -3.4039
         45.2000        -10.6931          0.2417         -3.2089
         45.2200          0.9049        -10.2293          2.4751
         45.2400         -6.3301         -3.2983          5.6521
         45.2600         -2.4301          1.2747          1.3321
         45.2800         15.7119        -11.3763         -4.9769
         45.3000         21.6009        -12.1873         -3.8439
         45.3200         10.3389         -3.3993          2.5471
         45.3400          1.9599         12.5267         -1.0129
         45.3600        -11.1321         23.4187         -6.8809
         45.3800        -17.4031         10.8007         -3.6129
         45.4000         -6.9761          5.9527         -2.5819
         45.4200         -3.5781         11.5817         -4.0859
         45.4400          9.5339          7.1517          0.3051
         45.4600         15.2279         11.1967          1.7451
         45.4800          5.0599         13.7427         -2.0409
         45.5000         10.0799          1.1877         -4.9749
         45.5200         12.7079         -5.0393         -2.4459
         45.5400          2.4899         11.9477          2.4581
         45.5600         -4.8901         11.4127          5.3531
         45.5800          2.7739         -4.7293          4.9341
         45.6000         14.1999         -4.8353          1.6051
         45.6200          3.9049          5.0877          0.9651
         45.6400        -15.3821          8.3927          6.4801
         45.6600        -12.6711         -0.6443          8.1101
         45.6800         -6.2851         -2.6683          6.4651
         45.7000         -3.6531         -1.7933          7.3041
         45.7200          2.1499         -8.6823          4.8781
         45.7400          3.8949         -5.3103          6.6541
         45.7600          4.5939          8.5167          8.5871
         45.7800         -0.7351          8.1887          3.7911
         45.8000         -3.8991         -9.4873          5.0531
         45.8200          8.0719         -7.7183          9.1871
         45.8400         14.9859         -0.7603          6.2721
         45.8600          3.0889        -11.1423          2.9011
         45.8800          2.1569        -12.9343          4.4841
         45.9000          8.5899          0.5867          7.6331
         45.9200         -3.3441          5.7257          6.4591
         45.9400        -14.5091          2.2597          2.7741
         45.9600         -4.3771          2.4267          3.2771
         45.9800          1.2299         -2.1293          2.6341
         46.0000         -7.1791         -6.2813         -2.3649
         46.0200         -0.9201         -8.9243         -4.9049
         46.0400          9.9509         -5.6783         -3.9989
         46.0600         13.2449          2.8017         -4.2789
         46.0800          3.6999         -4.9663         -6.0209
         46.1000        -10.3541         -9.8853         -7.6779
         46.1200        -11.6371        -11.7163         -9.4639
         46.1400         -8.1401        -17.1783         -8.3729
         46.1600         -5.6941         -5.9573         -1.9079
         46.1800         -3.5581          3.8877          3.4011
         46.2000         -1.5571          8.7207          3.0291
         46.2200          0.2729          7.8947          0.8551
         46.2400         -0.9141         19.3527          0.0231
         46.2600         -6.1741         25.5407          0.8241
         46.2800        -12.3741          7.1697          2.2491
         46.3000        -15.9991          2.0567          3.9711
         46.3200        -17.3341         -0.4273          3.2521
         46.3400        -17.8791        -11.4733         -0.4419
         46.3600        -16.9561        -15.4953         -4.7199
         46.3800        -15.1101        -12.0433         -6.3129
         46.4000         -9.2221         -6.3833         -4.9179
         46.4200          1.4339          8.6747         -0.9769
         46.4400         13.9279         14.3117          2.9661
         46.4600         17.1859         -6.1333          2.0761
         46.4800          0.3199        -13.7223          0.7671
         46.5000         -5.0411        -11.6923          2.2541
         46.5200          0.8769         -2.1673         -0.7389
         46.5400         -4.7821         11.3217         -4.9739
         46.5600         -9.5141          3.7747         -2.7889
         46.5800         -8.7971          5.2137          1.3021
         46.6000         -1.3931         15.4967          2.0981
         46.6200          1.5959          5.4517          1.2171
         46.6400         -4.4931         -7.0233         -0.0869
         46.6600         -6.1331         -1.2313         -2.7589
         46.6800          3.3569          5.0577         -4.8209
         46.7000         10.9829         -3.1463         -2.9789
         46.7200          5.2309        -10.3533          0.9861
         46.7400         -0.1401         -4.2873          4.8241
         46.7600          4.5429          4.6917          5.7251
         46.7800         10.4029          9.4787          2.9071
         46.8000          8.7569          5.5147          0.2191
         46.8200          3.5069          1.5367         -0.9669
         46.8400          0.8919          7.3787         -0.4739
         46.8600          0.8129          9.7327          2.1711
         46.8800         -0.0531          2.5317          2.9231
         46.9000         -4.8021         -3.3263          1.2801
         46.9200         -4.8401         -6.9763         -0.4969
         46.9400          4.9199         -1.7783          0.2571
         46.9600          9.7069          2.5437          4.1751
